STT,Biệt dược,SĐK,Hoạt chất,Chỉ định nguồn,Thuật ngữ gợi ý,Mã ICD-10,Tên ICD-10 chính thức,Cảnh báo mã
108,Furosemid,VD-18827-13,Furosemid,"Phù do suy tim, bệnh gan hoặc thận; phù phổi cấp; tăng huyết áp có quá tải thể tích",Tăng huyết áp,I10,Bệnh tăng huyết áp vô căn (nguyên phát),
108,Furosemid,VD-18827-13,Furosemid,"Phù do suy tim, bệnh gan hoặc thận; phù phổi cấp; tăng huyết áp có quá tải thể tích",Suy tim,I50.9,"Suy tim, không xác định",
108,Furosemid,VD-18827-13,Furosemid,"Phù do suy tim, bệnh gan hoặc thận; phù phổi cấp; tăng huyết áp có quá tải thể tích",Phù nề,R60.9,"Phù, không xác định",
109,Garnotal,893112426324,Phenobarbital,"Kiểm soát co giật, động kinh; an thần ngắn hạn trong một số chỉ định",Động kinh,G40.9,"Bệnh động kinh, không xác định",
109,Garnotal,893112426324,Phenobarbital,"Kiểm soát co giật, động kinh; an thần ngắn hạn trong một số chỉ định",Co giật,R56.8,Co giật khác và/hoặc không xác định,
110,Garnotal 10,893112467324,Phenobarbital,"Kiểm soát co giật, động kinh; an thần ngắn hạn trong một số chỉ định",Động kinh,G40.9,"Bệnh động kinh, không xác định",
110,Garnotal 10,893112467324,Phenobarbital,"Kiểm soát co giật, động kinh; an thần ngắn hạn trong một số chỉ định",Co giật,R56.8,Co giật khác và/hoặc không xác định,
111,Gemapaxane,800410092123,Enoxaparin,Dự phòng và điều trị huyết khối tĩnh mạch; hội chứng vành cấp; dự phòng huyết khối quanh phẫu thuật,Hội chứng vành cấp,I24.9,"Bệnh tim do thiếu máu cục bộ cấp tính, không xác định",
111,Gemapaxane,800410092123,Enoxaparin,Dự phòng và điều trị huyết khối tĩnh mạch; hội chứng vành cấp; dự phòng huyết khối quanh phẫu thuật,Huyết khối tĩnh mạch,I82.9,"Thuyên tắc và/hoặc huyết khối, không xác định tĩnh mạch",
112,Gentamicin 80mg,VD-25858-16,Gentamicin,Nhiễm khuẩn Gram âm nặng; phối hợp hiệp đồng trong viêm nội tâm mạc do một số Gram dương; nhiễm khuẩn sơ sinh theo phác đồ,Viêm nội tâm mạc,I33.0,Viêm nội tâm mạc do nhiễm trùng cấp tính và/hoặc bán cấp tính,
113,Glucose 10%,VD-25876-16,Glucose,Cung cấp nước/năng lượng | điều trị hạ đường huyết; dung môi truyền thuốc phù hợp,Hạ đường huyết,E16.2,"Hạ đường huyết, không xác định",
113,Glucose 10%,VD-25876-16,Glucose,Cung cấp nước/năng lượng | điều trị hạ đường huyết; dung môi truyền thuốc phù hợp,Chăm sóc y tế khác/dung môi pha thuốc,Z51.8,Chăm sóc y tế xác định khác,
114,"Glumeben 500mg/2,5mg",VD-24598-16,Glibenclamid + metformin,Đái tháo đường typ 2 không kiểm soát bằng đơn trị metformin hoặc sulfonylurea và lối sống,Đái tháo đường typ 2,E11.9,"Bệnh đái tháo đường típ 2, không kèm biến chứng",
115,Golddicron,800110402523,Gliclazid,"Đái tháo đường typ 2 khi chế độ ăn, vận động và giảm cân chưa đủ",Đái tháo đường typ 2,E11.9,"Bệnh đái tháo đường típ 2, không kèm biến chứng",
116,Golistin-soda,VD-34931-21,Natri phosphat đơn/đôi base,Chuẩn bị đại tràng trước nội soi/phẫu thuật hoặc điều trị táo bón khi được chỉ định,Táo bón,K59.0,Táo bón,
116,Golistin-soda,VD-34931-21,Natri phosphat đơn/đôi base,Chuẩn bị đại tràng trước nội soi/phẫu thuật hoặc điều trị táo bón khi được chỉ định,Chuẩn bị đại tràng,Z12.1,Khám sàng lọc chuyên khoa u tân sinh đường ruột,
117,Goutcolcin,893115145024,Colchicin,Cơn gout cấp; dự phòng cơn gout khi khởi thuốc hạ urat; sốt Địa Trung Hải gia đình và một số viêm màng ngoài tim theo chỉ định,Gout,M10.9,"Bệnh gút, không xác định",Có mã 4/5 ký tự cụ thể hơn
117,Goutcolcin,893115145024,Colchicin,Cơn gout cấp; dự phòng cơn gout khi khởi thuốc hạ urat; sốt Địa Trung Hải gia đình và một số viêm màng ngoài tim theo chỉ định,Sốt,R50.9,"Sốt, không xác định",
117,Goutcolcin,893115145024,Colchicin,Cơn gout cấp; dự phòng cơn gout khi khởi thuốc hạ urat; sốt Địa Trung Hải gia đình và một số viêm màng ngoài tim theo chỉ định,Viêm màng ngoài tim,I31.9,"Bệnh ngoại tâm mạc, không xác định",
118,Hadudrota,893110091625,Drotaverin,"Co thắt cơ trơn đường tiêu hóa, đường mật, tiết niệu và tử cung | đau quặn do co thắt",Co thắt cơ,M62.8,Rối loạn xác định khác của cơ,Có mã 4/5 ký tự cụ thể hơn
118,Hadudrota,893110091625,Drotaverin,"Co thắt cơ trơn đường tiêu hóa, đường mật, tiết niệu và tử cung | đau quặn do co thắt",Đau bụng,R10.4,Đau bụng khác và/hoặc không xác định,
119,Hadugut 300,893110107600,Allopurinol,"Điều trị tăng acid uric máu có triệu chứng, gout mạn, sỏi urat hoặc tăng urat do hóa trị",Tăng acid uric máu,E79.0,Tăng acid uric máu không có biểu hiện của viêm khớp và/hoặc bệnh tạo sỏi,
119,Hadugut 300,893110107600,Allopurinol,"Điều trị tăng acid uric máu có triệu chứng, gout mạn, sỏi urat hoặc tăng urat do hóa trị",Gout,M10.9,"Bệnh gút, không xác định",Có mã 4/5 ký tự cụ thể hơn
119,Hadugut 300,893110107600,Allopurinol,"Điều trị tăng acid uric máu có triệu chứng, gout mạn, sỏi urat hoặc tăng urat do hóa trị",Sỏi urat,N20.0,Sỏi thận,
119,Hadugut 300,893110107600,Allopurinol,"Điều trị tăng acid uric máu có triệu chứng, gout mạn, sỏi urat hoặc tăng urat do hóa trị",Hóa trị ung thư,Z51.1,Đợt hóa trị liệu điều trị u tân sinh,
120,Hadumedrol,893110299000,Diphenhydramin,"Điều trị hỗ trợ phản ứng dị ứng, mày đay; dự phòng phản ứng truyền; không thay thế adrenalin trong phản vệ",Mày đay,L50.9,"Bệnh mày đay, không xác định",
120,Hadumedrol,893110299000,Diphenhydramin,"Điều trị hỗ trợ phản ứng dị ứng, mày đay; dự phòng phản ứng truyền; không thay thế adrenalin trong phản vệ",Phản ứng dị ứng,T78.4,"Dị ứng, không xác định",
120,Hadumedrol,893110299000,Diphenhydramin,"Điều trị hỗ trợ phản ứng dị ứng, mày đay; dự phòng phản ứng truyền; không thay thế adrenalin trong phản vệ",Phản vệ,T78.2,"Sốc phản vệ, không xác định",
121,Hadumix Cap,893100108000,Acetylcystein,Long đờm; giải độc paracetamol; dự phòng bệnh thận do cản quang không còn dùng thường quy nếu không có chỉ định khác,Bệnh than,A22.9,"Bệnh than, không xác định",
121,Hadumix Cap,893100108000,Acetylcystein,Long đờm; giải độc paracetamol; dự phòng bệnh thận do cản quang không còn dùng thường quy nếu không có chỉ định khác,Ngộ độc paracetamol,T39.1,Ngộ độc chất dẫn xuất 4-aminophenol,
122,Hadunalin 1mg/ml,893110151100,Epinephrin (adrenalin),Phản vệ; ngừng tim; co thắt phế quản nặng; sốc kháng trị và một số chỉ định gây mê,Ngừng tim,I46.9,"Ngưng tim, không xác định",
122,Hadunalin 1mg/ml,893110151100,Epinephrin (adrenalin),Phản vệ; ngừng tim; co thắt phế quản nặng; sốc kháng trị và một số chỉ định gây mê,"Sốc, không xác định",R57.9,"Sốc, không xác định",
122,Hadunalin 1mg/ml,893110151100,Epinephrin (adrenalin),Phản vệ; ngừng tim; co thắt phế quản nặng; sốc kháng trị và một số chỉ định gây mê,Phản vệ,T78.2,"Sốc phản vệ, không xác định",
122,Hadunalin 1mg/ml,893110151100,Epinephrin (adrenalin),Phản vệ; ngừng tim; co thắt phế quản nặng; sốc kháng trị và một số chỉ định gây mê,Chăm sóc liên quan gây tê/gây mê/thủ thuật,Z51.4,"Chăm sóc chuẩn bị cho điều trị tiếp theo, không phân loại mục khác",
123,Hapacol 250,893100041023,Paracetamol,Giảm đau nhẹ đến vừa; hạ sốt; giảm đau sau phẫu thuật khi dùng đường tĩnh mạch,Đau,R52.9,"Đau, không xác định",
123,Hapacol 250,893100041023,Paracetamol,Giảm đau nhẹ đến vừa; hạ sốt; giảm đau sau phẫu thuật khi dùng đường tĩnh mạch,Sốt,R50.9,"Sốt, không xác định",
124,Hasanbest 500/2.5,893110457724,Glibenclamid + metformin,Đái tháo đường typ 2 không kiểm soát bằng đơn trị metformin hoặc sulfonylurea và lối sống,Đái tháo đường typ 2,E11.9,"Bệnh đái tháo đường típ 2, không kèm biến chứng",
125,Haxium 40,893110269523,Esomeprazol,"GERD, viêm/loét dạ dày-tá tràng, diệt H. pylori phối hợp, dự phòng loét do NSAID, xuất huyết tiêu hóa",GERD,K21.9,Bệnh trào ngược dạ dày - thực quản không kèm viêm thực quản,
125,Haxium 40,893110269523,Esomeprazol,"GERD, viêm/loét dạ dày-tá tràng, diệt H. pylori phối hợp, dự phòng loét do NSAID, xuất huyết tiêu hóa",Loét dạ dày,K25.9,"Loét dạ dày, không xác định mạn tính hoặc cấp tính, không xuất huyết hoặc thủng",
125,Haxium 40,893110269523,Esomeprazol,"GERD, viêm/loét dạ dày-tá tràng, diệt H. pylori phối hợp, dự phòng loét do NSAID, xuất huyết tiêu hóa",Loét tá tràng,K26.9,"Loét tá tràng, không xác định mạn tính hoặc cấp tính, không xuất huyết hoặc thủng",
125,Haxium 40,893110269523,Esomeprazol,"GERD, viêm/loét dạ dày-tá tràng, diệt H. pylori phối hợp, dự phòng loét do NSAID, xuất huyết tiêu hóa",Viêm dạ dày,K29.7,"Viêm dạ dày, không xác định",
125,Haxium 40,893110269523,Esomeprazol,"GERD, viêm/loét dạ dày-tá tràng, diệt H. pylori phối hợp, dự phòng loét do NSAID, xuất huyết tiêu hóa",Xuất huyết tiêu hóa,K92.2,"Xuất huyết tiêu hóa [phân đen], không xác định",
125,Haxium 40,893110269523,Esomeprazol,"GERD, viêm/loét dạ dày-tá tràng, diệt H. pylori phối hợp, dự phòng loét do NSAID, xuất huyết tiêu hóa",Nhiễm Helicobacter pylori,B98.0,Vi khuẩn Helicobacter pylori [H.pylori] là nguyên nhân gây bệnh phân loại ở chương khác,Không dùng làm bệnh chính
126,Hemotocin,893110281623,Carbetocin,"Dự phòng đờ tử cung và băng huyết sau sinh, đặc biệt sau mổ lấy thai hoặc trường hợp nguy cơ",Băng huyết sau sinh,O72.1,Băng huyết ngay sau đẻ,Mã chỉ/chủ yếu ở nữ
127,Hepa-Mers 5g/10ml,400110069923,L-ornithin L-aspartat,Hỗ trợ điều trị tăng amoniac máu và bệnh não gan,Bệnh não gan,K72.9,"Suy gan, không xác định",
128,HEPARINE SODIQUE PANPHARMA 5 000 U.I./ml,VN-15617-12,Heparin natri,Điều trị và dự phòng huyết khối; hội chứng vành cấp; chống đông trong lọc máu và thủ thuật,Hội chứng vành cấp,I24.9,"Bệnh tim do thiếu máu cục bộ cấp tính, không xác định",
128,HEPARINE SODIQUE PANPHARMA 5 000 U.I./ml,VN-15617-12,Heparin natri,Điều trị và dự phòng huyết khối; hội chứng vành cấp; chống đông trong lọc máu và thủ thuật,Lọc máu,Z99.2,Tình trạng phụ thuộc phụ thuộc vào lọc máu nhân tạo [thận nhân tạo],
129,Herticad 150mg 50%,460410036323,Trastuzumab,Ung thư vú và dạ dày HER2 dương tính theo tiêu chuẩn xét nghiệm và phác đồ,Ung thư vú,C50.9,"U ác tính ở vú, không xác định",
130,Huyết thanh kháng độc tố uốn ván tinh chế (SAT),QLSP-1037-17,Huyết thanh kháng độc tố uốn ván,Dự phòng hoặc điều trị uốn ván khi chỉ định huyết thanh kháng độc tố nguồn ngựa,Uốn ván,A35,Bệnh uốn ván khác,
131,Hydrocortison 100mg,VD-29954-18,Hydrocortison,"Suy thượng thận cấp, phản vệ sau adrenalin, sốc chọn lọc, viêm/dị ứng nặng",Phản ứng dị ứng,T78.4,"Dị ứng, không xác định",
131,Hydrocortison 100mg,VD-29954-18,Hydrocortison,"Suy thượng thận cấp, phản vệ sau adrenalin, sốc chọn lọc, viêm/dị ứng nặng",Phản vệ,T78.2,"Sốc phản vệ, không xác định",
132,Ibupain,VD-32720-19,Ibuprofen,"Giảm đau, hạ sốt, chống viêm trong bệnh cơ xương khớp | đau sau phẫu thuật, đau răng, thống kinh",Đau,R52.9,"Đau, không xác định",
132,Ibupain,VD-32720-19,Ibuprofen,"Giảm đau, hạ sốt, chống viêm trong bệnh cơ xương khớp | đau sau phẫu thuật, đau răng, thống kinh",Thống kinh,N94.6,"Đau bụng kinh, không xác định",Mã chỉ/chủ yếu ở nữ
132,Ibupain,VD-32720-19,Ibuprofen,"Giảm đau, hạ sốt, chống viêm trong bệnh cơ xương khớp | đau sau phẫu thuật, đau răng, thống kinh",Sốt,R50.9,"Sốt, không xác định",
133,Ibuprofen S DWP 150mg,893100113424,Ibuprofen,"Giảm đau, hạ sốt, chống viêm trong bệnh cơ xương khớp | đau sau phẫu thuật, đau răng, thống kinh",Đau,R52.9,"Đau, không xác định",
133,Ibuprofen S DWP 150mg,893100113424,Ibuprofen,"Giảm đau, hạ sốt, chống viêm trong bệnh cơ xương khớp | đau sau phẫu thuật, đau răng, thống kinh",Thống kinh,N94.6,"Đau bụng kinh, không xác định",Mã chỉ/chủ yếu ở nữ
133,Ibuprofen S DWP 150mg,893100113424,Ibuprofen,"Giảm đau, hạ sốt, chống viêm trong bệnh cơ xương khớp | đau sau phẫu thuật, đau răng, thống kinh",Sốt,R50.9,"Sốt, không xác định",
134,Implanon NXT,VN-20947-18,Etonogestrel,Tránh thai dài hạn có hồi phục,Tránh thai,Z30.0,Tư vấn chung và/hoặc tư vấn về các biện pháp tránh thai,
135,Irinotecan bidiphar 100mg/5ml,893114093523,Irinotecan,Ung thư đại-trực tràng và một số ung thư đặc theo phác đồ,Ung thư đại tràng,C18.9,"U ác tính ở đại tràng, không xác định",
135,Irinotecan bidiphar 100mg/5ml,893114093523,Irinotecan,Ung thư đại-trực tràng và một số ung thư đặc theo phác đồ,Ung thư trực tràng,C20,U ác tính ở trực tràng,
135,Irinotecan bidiphar 100mg/5ml,893114093523,Irinotecan,Ung thư đại-trực tràng và một số ung thư đặc theo phác đồ,Bệnh ác tính/ung thư khác,C80.9,"U ác tính, vị trí nguyên phát không xác định",
136,Irinotecan Bidiphar 40mg/2ml,893114115123,Irinotecan,Ung thư đại-trực tràng và một số ung thư đặc theo phác đồ,Ung thư đại tràng,C18.9,"U ác tính ở đại tràng, không xác định",
136,Irinotecan Bidiphar 40mg/2ml,893114115123,Irinotecan,Ung thư đại-trực tràng và một số ung thư đặc theo phác đồ,Ung thư trực tràng,C20,U ác tính ở trực tràng,
136,Irinotecan Bidiphar 40mg/2ml,893114115123,Irinotecan,Ung thư đại-trực tràng và một số ung thư đặc theo phác đồ,Bệnh ác tính/ung thư khác,C80.9,"U ác tính, vị trí nguyên phát không xác định",
137,JW Amikacin,VN-19684-16,Amikacin,"Nhiễm khuẩn Gram âm nặng, đa kháng; phối hợp trong nhiễm khuẩn huyết, viêm phổi bệnh viện hoặc lao kháng thuốc theo chuyên khoa",Viêm phổi,J18.9,"Viêm phổi, không xác định",
137,JW Amikacin,VN-19684-16,Amikacin,"Nhiễm khuẩn Gram âm nặng, đa kháng; phối hợp trong nhiễm khuẩn huyết, viêm phổi bệnh viện hoặc lao kháng thuốc theo chuyên khoa",Nhiễm khuẩn huyết,A41.9,"Nhiễm trùng hệ thống, không xác định",
137,JW Amikacin,VN-19684-16,Amikacin,"Nhiễm khuẩn Gram âm nặng, đa kháng; phối hợp trong nhiễm khuẩn huyết, viêm phổi bệnh viện hoặc lao kháng thuốc theo chuyên khoa",Nhiễm khuẩn da và mô mềm,L08.9,"Nhiễm trùng khu trú ở da và/hoặc mô dưới da, không xác định",
137,JW Amikacin,VN-19684-16,Amikacin,"Nhiễm khuẩn Gram âm nặng, đa kháng; phối hợp trong nhiễm khuẩn huyết, viêm phổi bệnh viện hoặc lao kháng thuốc theo chuyên khoa",Lao,A15.9,"Bệnh lao hô hấp không xác định, được khẳng định bằng vi khuẩn học và/hoặc mô học",
138,Kali clorid,VD-25324-16,Kali clorid,Điều trị và dự phòng hạ kali máu,Hạ kali máu,E87.6,Hạ kali máu,
139,Kali clorid,VD-33359-19,Kali clorid,Điều trị và dự phòng hạ kali máu,Hạ kali máu,E87.6,Hạ kali máu,
140,Kali clorid 10% 500mg/5ml,893110360125,Kali clorid,Điều trị và dự phòng hạ kali máu,Hạ kali máu,E87.6,Hạ kali máu,
141,Kẽm oxyd 10%,VD-19083-13,Kẽm oxid,"Bảo vệ da, hăm tã, kích ứng da nhẹ và tổn thương nông",Hăm tã,L22,Viêm da vùng tã (bỉm) [hăm tã],
141,Kẽm oxyd 10%,VD-19083-13,Kẽm oxid,"Bảo vệ da, hăm tã, kích ứng da nhẹ và tổn thương nông",Kích ứng/viêm da,L30.9,"Viêm da, không xác định",
142,Ketoprofen EC DWP 100mg,VD-35224-21,Ketoprofen,"Đau và viêm trong bệnh cơ xương khớp | đau cấp, đau răng, thống kinh",Đau,R52.9,"Đau, không xác định",
142,Ketoprofen EC DWP 100mg,VD-35224-21,Ketoprofen,"Đau và viêm trong bệnh cơ xương khớp | đau cấp, đau răng, thống kinh",Thống kinh,N94.6,"Đau bụng kinh, không xác định",Mã chỉ/chủ yếu ở nữ
143,Ketorolac-BFS,893110383624,Ketorolac,"Điều trị ngắn hạn đau cấp vừa đến nặng, thường sau phẫu thuật",Đau,R52.9,"Đau, không xác định",
144,Koact 625,890110517024,Amoxicilin + acid clavulanic,"Nhiễm khuẩn hô hấp, tai-mũi-họng, tiết niệu, da-mô mềm, răng-hàm-mặt, xương khớp hoặc ổ bụng do vi khuẩn nhạy cảm",Nhiễm khuẩn hô hấp trên,J06.9,"Nhiễm trùng đường hô hấp trên cấp tính, không xác định",
